Verb,Tense,Pronoun,ConjugatedVerb
to keep,Past progressive / continuous,we were ,keeping
to keep,Past progressive / continuous,you were ,keeping
to keep,Past progressive / continuous,they were ,keeping
to keep,Present perfect (simple),I have ,kept
to keep,Present perfect (simple),you have ,kept
to keep,Present perfect (simple),he has ,kept
to keep,Present perfect (simple),we have ,kept
to keep,Present perfect (simple),you have ,kept
to keep,Present perfect (simple),they have ,kept
to keep,Present perfect progressive / continuous,I have been ,keeping
to keep,Present perfect progressive / continuous,you have been ,keeping
to keep,Present perfect progressive / continuous,he has been ,keeping
to keep,Present perfect progressive / continuous,we have been ,keeping
to keep,Present perfect progressive / continuous,you have been ,keeping
to keep,Present perfect progressive / continuous,they have been ,keeping
to keep,Past perfect,I had ,kept
to keep,Past perfect,you had ,kept
to keep,Past perfect,he had ,kept
to keep,Past perfect,we had ,kept
to keep,Past perfect,you had ,kept
to keep,Past perfect,they had ,kept
to keep,Past perfect progressive / continuous,I had been ,keeping
to keep,Past perfect progressive / continuous,you had been ,keeping
to keep,Past perfect progressive / continuous,he had been ,keeping
to keep,Past perfect progressive / continuous,we had been ,keeping
to keep,Past perfect progressive / continuous,you had been ,keeping
to keep,Past perfect progressive / continuous,they had been ,keeping
to keep,Future,I will ,keep
to keep,Future,you will ,keep
to keep,Future,he will ,keep
to keep,Future,we will ,keep
to keep,Future,you will ,keep
to keep,Future,they will ,keep
to keep,Future progressive / continuous,I will be ,keeping
to keep,Future progressive / continuous,you will be ,keeping
to keep,Future progressive / continuous,he will be ,keeping
to keep,Future progressive / continuous,we will be ,keeping
to keep,Future progressive / continuous,you will be ,keeping
to keep,Future progressive / continuous,they will be ,keeping
to keep,Future perfect,I will have ,kept
to keep,Future perfect,you will have ,kept
to keep,Future perfect,he will have ,kept
to keep,Future perfect,we will have ,kept
to keep,Future perfect,you will have ,kept
to keep,Future perfect,they will have ,kept
to keep,Future perfect continuous,I will have been ,keeping
to keep,Future perfect continuous,you will have been ,keeping
to keep,Future perfect continuous,he will have been ,keeping
to keep,Future perfect continuous,we will have been ,keeping
to keep,Future perfect continuous,you will have been ,keeping
to keep,Future perfect continuous,they will have been ,keeping
to put,Present (simple),I ,put
to put,Present (simple),you ,put
to put,Present (simple),he ,puts
to put,Present (simple),we ,put
to put,Present (simple),you ,put
to put,Present (simple),they ,put
to put,Present progressive / continuous,I am ,putting
to put,Present progressive / continuous,you are ,putting
to put,Present progressive / continuous,he is ,putting
to put,Present progressive / continuous,we are ,putting
to put,Present progressive / continuous,you are ,putting
to put,Present progressive / continuous,they are ,putting
to put,Past (simple),I ,put
to put,Past (simple),you ,put
to put,Past (simple),he ,put
to put,Past (simple),we ,put
to put,Past (simple),you ,put
to put,Past (simple),they ,put
to put,Past progressive / continuous,I was ,putting
to put,Past progressive / continuous,you were ,putting
to put,Past progressive / continuous,he was ,putting
to put,Past progressive / continuous,we were ,putting
to put,Past progressive / continuous,you were ,putting
to put,Past progressive / continuous,they were ,putting
to put,Present perfect (simple),I have ,put
to put,Present perfect (simple),you have ,put
to put,Present perfect (simple),he has ,put
to put,Present perfect (simple),we have ,put
to put,Present perfect (simple),you have ,put
to put,Present perfect (simple),they have ,put
to put,Present perfect progressive / continuous,I have been ,putting
to put,Present perfect progressive / continuous,you have been ,putting
to put,Present perfect progressive / continuous,he has been ,putting
to put,Present perfect progressive / continuous,we have been ,putting
to put,Present perfect progressive / continuous,you have been ,putting
to put,Present perfect progressive / continuous,they have been ,putting
to put,Past perfect,I had ,put
to put,Past perfect,you had ,put
to put,Past perfect,he had ,put
to put,Past perfect,we had ,put
to put,Past perfect,you had ,put
to put,Past perfect,they had ,put
to put,Past perfect progressive / continuous,I had been ,putting
to put,Past perfect progressive / continuous,you had been ,putting
to put,Past perfect progressive / continuous,he had been ,putting
to put,Past perfect progressive / continuous,we had been ,putting
to put,Past perfect progressive / continuous,you had been ,putting
to put,Past perfect progressive / continuous,they had been ,putting
to put,Future,I will ,put
to put,Future,you will ,put
to put,Future,he will ,put
to put,Future,we will ,put
to put,Future,you will ,put
to put,Future,they will ,put
to put,Future progressive / continuous,I will be ,putting
to put,Future progressive / continuous,you will be ,putting
to put,Future progressive / continuous,he will be ,putting
to put,Future progressive / continuous,we will be ,putting
to put,Future progressive / continuous,you will be ,putting
to put,Future progressive / continuous,they will be ,putting
to put,Future perfect,I will have ,put
to put,Future perfect,you will have ,put
to put,Future perfect,he will have ,put
to put,Future perfect,we will have ,put
to put,Future perfect,you will have ,put
to put,Future perfect,they will have ,put
to put,Future perfect continuous,I will have been ,putting
to put,Future perfect continuous,you will have been ,putting
to put,Future perfect continuous,he will have been ,putting
to put,Future perfect continuous,we will have been ,putting
to put,Future perfect continuous,you will have been ,putting
to put,Future perfect continuous,they will have been ,putting
to turn,Present (simple),I ,turn
to turn,Present (simple),you ,turn
to turn,Present (simple),he ,turns
to turn,Present (simple),we ,turn
to turn,Present (simple),you ,turn
to turn,Present (simple),they ,turn
to turn,Present progressive / continuous,I am ,turning
to turn,Present progressive / continuous,you are ,turning
to turn,Present progressive / continuous,he is ,turning
to turn,Present progressive / continuous,we are ,turning
to turn,Present progressive / continuous,you are ,turning
to turn,Present progressive / continuous,they are ,turning
to turn,Past (simple),I ,turned
to turn,Past (simple),you ,turned
to turn,Past (simple),he ,turned
to turn,Past (simple),we ,turned
to turn,Past (simple),you ,turned
to turn,Past (simple),they ,turned
to turn,Past progressive / continuous,I was ,turning
to turn,Past progressive / continuous,you were ,turning
to turn,Past progressive / continuous,he was ,turning
to turn,Past progressive / continuous,we were ,turning
to turn,Past progressive / continuous,you were ,turning
to turn,Past progressive / continuous,they were ,turning
to turn,Present perfect (simple),I have ,turned
to turn,Present perfect (simple),you have ,turned
to turn,Present perfect (simple),he has ,turned
to turn,Present perfect (simple),we have ,turned
to turn,Present perfect (simple),you have ,turned
to turn,Present perfect (simple),they have ,turned
to turn,Present perfect progressive / continuous,I have been ,turning
to turn,Present perfect progressive / continuous,you have been ,turning
to turn,Present perfect progressive / continuous,he has been ,turning
to turn,Present perfect progressive / continuous,we have been ,turning
to turn,Present perfect progressive / continuous,you have been ,turning
to turn,Present perfect progressive / continuous,they have been ,turning
to turn,Past perfect,I had ,turned
to turn,Past perfect,you had ,turned
to turn,Past perfect,he had ,turned
to turn,Past perfect,we had ,turned
to turn,Past perfect,you had ,turned
to turn,Past perfect,they had ,turned
to turn,Past perfect progressive / continuous,I had been ,turning
to turn,Past perfect progressive / continuous,you had been ,turning
to turn,Past perfect progressive / continuous,he had been ,turning
to turn,Past perfect progressive / continuous,we had been ,turning
to turn,Past perfect progressive / continuous,you had been ,turning
to turn,Past perfect progressive / continuous,they had been ,turning
to turn,Future,I will ,turn
to turn,Future,you will ,turn
to turn,Future,he will ,turn
to turn,Future,we will ,turn
to turn,Future,you will ,turn
to turn,Future,they will ,turn
to turn,Future progressive / continuous,I will be ,turning
to turn,Future progressive / continuous,you will be ,turning
to turn,Future progressive / continuous,he will be ,turning
to turn,Future progressive / continuous,we will be ,turning
to turn,Future progressive / continuous,you will be ,turning
to turn,Future progressive / continuous,they will be ,turning
to turn,Future perfect,I will have ,turned
to turn,Future perfect,you will have ,turned
to turn,Future perfect,he will have ,turned
to turn,Future perfect,we will have ,turned
to turn,Future perfect,you will have ,turned
to turn,Future perfect,they will have ,turned
to turn,Future perfect continuous,I will have been ,turning
to turn,Future perfect continuous,you will have been ,turning
to turn,Future perfect continuous,he will have been ,turning
to turn,Future perfect continuous,we will have been ,turning
to turn,Future perfect continuous,you will have been ,turning
to turn,Future perfect continuous,they will have been ,turning
to wait,Present (simple),I ,wait
to wait,Present (simple),you ,wait
to wait,Present (simple),he ,waits
to wait,Present (simple),we ,wait
to wait,Present (simple),you ,wait
to wait,Present (simple),they ,wait
to wait,Present progressive / continuous,I am ,waiting
to wait,Present progressive / continuous,you are ,waiting
to wait,Present progressive / continuous,he is ,waiting
to wait,Present progressive / continuous,we are ,waiting
to wait,Present progressive / continuous,you are ,waiting
to wait,Present progressive / continuous,they are ,waiting
to wait,Past (simple),I ,waited
to wait,Past (simple),you ,waited
to wait,Past (simple),he ,waited
to wait,Past (simple),we ,waited
to wait,Past (simple),you ,waited
to wait,Past (simple),they ,waited
to wait,Past progressive / continuous,I was ,waiting
to wait,Past progressive / continuous,you were ,waiting
to wait,Past progressive / continuous,he was ,waiting
to wait,Past progressive / continuous,we were ,waiting
to wait,Past progressive / continuous,you were ,waiting
to wait,Past progressive / continuous,they were ,waiting
to wait,Present perfect (simple),I have ,waited
to wait,Present perfect (simple),you have ,waited
to wait,Present perfect (simple),he has ,waited
to wait,Present perfect (simple),we have ,waited
to wait,Present perfect (simple),you have ,waited
to wait,Present perfect (simple),they have ,waited
to wait,Present perfect progressive / continuous,I have been ,waiting
to wait,Present perfect progressive / continuous,you have been ,waiting
to wait,Present perfect progressive / continuous,he has been ,waiting
to wait,Present perfect progressive / continuous,we have been ,waiting
to wait,Present perfect progressive / continuous,you have been ,waiting
to wait,Present perfect progressive / continuous,they have been ,waiting
to wait,Past perfect,I had ,waited
to wait,Past perfect,you had ,waited
to wait,Past perfect,he had ,waited
to wait,Past perfect,we had ,waited
to wait,Past perfect,you had ,waited
to wait,Past perfect,they had ,waited
to wait,Past perfect progressive / continuous,I had been ,waiting
to wait,Past perfect progressive / continuous,you had been ,waiting
to wait,Past perfect progressive / continuous,he had been ,waiting
to wait,Past perfect progressive / continuous,we had been ,waiting
to wait,Past perfect progressive / continuous,you had been ,waiting
to wait,Past perfect progressive / continuous,they had been ,waiting
to wait,Future,I will ,wait
to wait,Future,you will ,wait
to wait,Future,he will ,wait
to wait,Future,we will ,wait
to wait,Future,you will ,wait
to wait,Future,they will ,wait
to wait,Future progressive / continuous,I will be ,waiting
to wait,Future progressive / continuous,you will be ,waiting
to wait,Future progressive / continuous,he will be ,waiting
to wait,Future progressive / continuous,we will be ,waiting
to wait,Future progressive / continuous,you will be ,waiting
to wait,Future progressive / continuous,they will be ,waiting
to wait,Future perfect,I will have ,waited
to wait,Future perfect,you will have ,waited
to wait,Future perfect,he will have ,waited
to wait,Future perfect,we will have ,waited
to wait,Future perfect,you will have ,waited
to wait,Future perfect,they will have ,waited
to wait,Future perfect continuous,I will have been ,waiting
to wait,Future perfect continuous,you will have been ,waiting
to wait,Future perfect continuous,he will have been ,waiting
to wait,Future perfect continuous,we will have been ,waiting
to wait,Future perfect continuous,you will have been ,waiting
to wait,Future perfect continuous,they will have been ,waiting
to pay,Present (simple),I ,pay
to pay,Present (simple),you ,pay
to pay,Present (simple),he ,pays
to pay,Present (simple),we ,pay
to pay,Present (simple),you ,pay
to pay,Present (simple),they ,pay
to pay,Present progressive / continuous,I am ,paying
to pay,Present progressive / continuous,you are ,paying
to pay,Present progressive / continuous,he is ,paying
to pay,Present progressive / continuous,we are ,paying
to pay,Present progressive / continuous,you are ,paying
to pay,Present progressive / continuous,they are ,paying
to pay,Past (simple),I ,paid
to pay,Past (simple),you ,paid
to pay,Past (simple),he ,paid
to pay,Past (simple),we ,paid
to pay,Past (simple),you ,paid
to pay,Past (simple),they ,paid
to pay,Past progressive / continuous,I was ,paying
to pay,Past progressive / continuous,you were ,paying
to pay,Past progressive / continuous,he was ,paying
to pay,Past progressive / continuous,we were ,paying
to pay,Past progressive / continuous,you were ,paying
to pay,Past progressive / continuous,they were ,paying
to pay,Present perfect (simple),I have ,paid
to pay,Present perfect (simple),you have ,paid
to pay,Present perfect (simple),he has ,paid
to pay,Present perfect (simple),we have ,paid
to pay,Present perfect (simple),you have ,paid
to pay,Present perfect (simple),they have ,paid
to pay,Present perfect progressive / continuous,I have been ,paying
to pay,Present perfect progressive / continuous,you have been ,paying
to pay,Present perfect progressive / continuous,he has been ,paying
to pay,Present perfect progressive / continuous,we have been ,paying
to pay,Present perfect progressive / continuous,you have been ,paying
to pay,Present perfect progressive / continuous,they have been ,paying
to pay,Past perfect,I had ,paid
to pay,Past perfect,you had ,paid
to pay,Past perfect,he had ,paid
to pay,Past perfect,we had ,paid
to pay,Past perfect,you had ,paid
to pay,Past perfect,they had ,paid
to pay,Past perfect progressive / continuous,I had been ,paying
to pay,Past perfect progressive / continuous,you had been ,paying
to pay,Past perfect progressive / continuous,he had been ,paying
to pay,Past perfect progressive / continuous,we had been ,paying
to pay,Past perfect progressive / continuous,you had been ,paying
to pay,Past perfect progressive / continuous,they had been ,paying
to pay,Future,I will ,pay
to pay,Future,you will ,pay
to pay,Future,he will ,pay
to pay,Future,we will ,pay
to pay,Future,you will ,pay
to pay,Future,they will ,pay
to pay,Future progressive / continuous,I will be ,paying
to pay,Future progressive / continuous,you will be ,paying
to pay,Future progressive / continuous,he will be ,paying
to pay,Future progressive / continuous,we will be ,paying
to pay,Future progressive / continuous,you will be ,paying
to pay,Future progressive / continuous,they will be ,paying
to pay,Future perfect,I will have ,paid
to pay,Future perfect,you will have ,paid
to pay,Future perfect,he will have ,paid
to pay,Future perfect,we will have ,paid
to pay,Future perfect,you will have ,paid
to pay,Future perfect,they will have ,paid
to pay,Future perfect continuous,I will have been ,paying
to pay,Future perfect continuous,you will have been ,paying
to pay,Future perfect continuous,he will have been ,paying
to pay,Future perfect continuous,we will have been ,paying
to pay,Future perfect continuous,you will have been ,paying
to pay,Future perfect continuous,they will have been ,paying
to earn,Present (simple),I ,earn
to earn,Present (simple),you ,earn
to earn,Present (simple),he ,earns
to earn,Present (simple),we ,earn
to earn,Present (simple),you ,earn
to earn,Present (simple),they ,earn
to earn,Present progressive / continuous,I am ,earning
to earn,Present progressive / continuous,you are ,earning
to earn,Present progressive / continuous,he is ,earning
to earn,Present progressive / continuous,we are ,earning
to earn,Present progressive / continuous,you are ,earning
to earn,Present progressive / continuous,they are ,earning
to earn,Past (simple),I ,earned
to earn,Past (simple),you ,earned
to earn,Past (simple),he ,earned
to earn,Past (simple),we ,earned
to earn,Past (simple),you ,earned
to earn,Past (simple),they ,earned
to earn,Past progressive / continuous,I was ,earning
to earn,Past progressive / continuous,you were ,earning
to earn,Past progressive / continuous,he was ,earning
to earn,Past progressive / continuous,we were ,earning
to earn,Past progressive / continuous,you were ,earning
to earn,Past progressive / continuous,they were ,earning
to earn,Present perfect (simple),I have ,earned
to earn,Present perfect (simple),you have ,earned
to earn,Present perfect (simple),he has ,earned
to earn,Present perfect (simple),we have ,earned
to earn,Present perfect (simple),you have ,earned
to earn,Present perfect (simple),they have ,earned
to earn,Present perfect progressive / continuous,I have been ,earning
to earn,Present perfect progressive / continuous,you have been ,earning
to earn,Present perfect progressive / continuous,he has been ,earning
to earn,Present perfect progressive / continuous,we have been ,earning
to earn,Present perfect progressive / continuous,you have been ,earning
to earn,Present perfect progressive / continuous,they have been ,earning
to earn,Past perfect,I had ,earned
to earn,Past perfect,you had ,earned
to earn,Past perfect,he had ,earned
to earn,Past perfect,we had ,earned
to earn,Past perfect,you had ,earned
to earn,Past perfect,they had ,earned
to earn,Past perfect progressive / continuous,I had been ,earning
to earn,Past perfect progressive / continuous,you had been ,earning
to earn,Past perfect progressive / continuous,he had been ,earning
to earn,Past perfect progressive / continuous,we had been ,earning
to earn,Past perfect progressive / continuous,you had been ,earning
to earn,Past perfect progressive / continuous,they had been ,earning
to earn,Future,I will ,earn
to earn,Future,you will ,earn
to earn,Future,he will ,earn
to earn,Future,we will ,earn
to earn,Future,you will ,earn
to earn,Future,they will ,earn
to earn,Future progressive / continuous,I will be ,earning
to earn,Future progressive / continuous,you will be ,earning
to earn,Future progressive / continuous,he will be ,earning
to earn,Future progressive / continuous,we will be ,earning
to earn,Future progressive / continuous,you will be ,earning
to earn,Future progressive / continuous,they will be ,earning
to earn,Future perfect,I will have ,earned
to earn,Future perfect,you will have ,earned
to earn,Future perfect,he will have ,earned
to earn,Future perfect,we will have ,earned
to earn,Future perfect,you will have ,earned
to earn,Future perfect,they will have ,earned
to earn,Future perfect continuous,I will have been ,earning
to earn,Future perfect continuous,you will have been ,earning
to earn,Future perfect continuous,he will have been ,earning
to earn,Future perfect continuous,we will have been ,earning
to earn,Future perfect continuous,you will have been ,earning
to earn,Future perfect continuous,they will have been ,earning
to follow,Present (simple),I ,follow
to follow,Present (simple),you ,follow
to follow,Present (simple),he ,follows
to follow,Present (simple),we ,follow
to follow,Present (simple),you ,follow
to follow,Present (simple),they ,follow
to follow,Present progressive / continuous,I am ,following
to follow,Present progressive / continuous,you are ,following
to follow,Present progressive / continuous,he is ,following
to follow,Present progressive / continuous,we are ,following
to follow,Present progressive / continuous,you are ,following
to follow,Present progressive / continuous,they are ,following
to follow,Past (simple),I ,followed
to follow,Past (simple),you ,followed
to follow,Past (simple),he ,followed
to follow,Past (simple),we ,followed
to follow,Past (simple),you ,followed
to follow,Past (simple),they ,followed
to follow,Past progressive / continuous,I was ,following
to follow,Past progressive / continuous,you were ,following
to follow,Past progressive / continuous,he was ,following
to follow,Past progressive / continuous,we were ,following
to follow,Past progressive / continuous,you were ,following
to follow,Past progressive / continuous,they were ,following
to follow,Present perfect (simple),I have ,followed
to follow,Present perfect (simple),you have ,followed
to follow,Present perfect (simple),he has ,followed
to follow,Present perfect (simple),we have ,followed
to follow,Present perfect (simple),you have ,followed
to follow,Present perfect (simple),they have ,followed
to follow,Present perfect progressive / continuous,I have been ,following
to follow,Present perfect progressive / continuous,you have been ,following
to follow,Present perfect progressive / continuous,he has been ,following
to follow,Present perfect progressive / continuous,we have been ,following
to follow,Present perfect progressive / continuous,you have been ,following
to follow,Present perfect progressive / continuous,they have been ,following
to follow,Past perfect,I had ,followed
to follow,Past perfect,you had ,followed
to follow,Past perfect,he had ,followed
to follow,Past perfect,we had ,followed
to follow,Past perfect,you had ,followed
to follow,Past perfect,they had ,followed
to follow,Past perfect progressive / continuous,I had been ,following
to follow,Past perfect progressive / continuous,you had been ,following
to follow,Past perfect progressive / continuous,he had been ,following
to follow,Past perfect progressive / continuous,we had been ,following
to follow,Past perfect progressive / continuous,you had been ,following
to follow,Past perfect progressive / continuous,they had been ,following
to follow,Future,I will ,follow
to follow,Future,you will ,follow
to follow,Future,he will ,follow
to follow,Future,we will ,follow
to follow,Future,you will ,follow
to follow,Future,they will ,follow
to follow,Future progressive / continuous,I will be ,following
to follow,Future progressive / continuous,you will be ,following
to follow,Future progressive / continuous,he will be ,following
to follow,Future progressive / continuous,we will be ,following
to follow,Future progressive / continuous,you will be ,following
to follow,Future progressive / continuous,they will be ,following
to follow,Future perfect,I will have ,followed
to follow,Future perfect,you will have ,followed
to follow,Future perfect,he will have ,followed
to follow,Future perfect,we will have ,followed
to follow,Future perfect,you will have ,followed
to follow,Future perfect,they will have ,followed
to follow,Future perfect continuous,I will have been ,following
to follow,Future perfect continuous,you will have been ,following
to follow,Future perfect continuous,he will have been ,following
to follow,Future perfect continuous,we will have been ,following
to follow,Future perfect continuous,you will have been ,following
to follow,Future perfect continuous,they will have been ,following
to lead,Present (simple),I ,lead
to lead,Present (simple),you ,lead
to lead,Present (simple),he ,leads
to lead,Present (simple),we ,lead
to lead,Present (simple),you ,lead
to lead,Present (simple),they ,lead
to lead,Present progressive / continuous,I am ,leading
to lead,Present progressive / continuous,you are ,leading
to lead,Present progressive / continuous,he is ,leading
to lead,Present progressive / continuous,we are ,leading
to lead,Present progressive / continuous,you are ,leading
to lead,Present progressive / continuous,they are ,leading
to lead,Past (simple),I ,led
to lead,Past (simple),you ,led
to lead,Past (simple),he ,led
to lead,Past (simple),we ,led
to lead,Past (simple),you ,led
to lead,Past (simple),they ,led
to lead,Past progressive / continuous,I was ,leading
to lead,Past progressive / continuous,you were ,leading
to lead,Past progressive / continuous,he was ,leading
to lead,Past progressive / continuous,we were ,leading
to lead,Past progressive / continuous,you were ,leading
to lead,Past progressive / continuous,they were ,leading
to lead,Present perfect (simple),I have ,led
to lead,Present perfect (simple),you have ,led
to lead,Present perfect (simple),he has ,led
to lead,Present perfect (simple),we have ,led
to lead,Present perfect (simple),you have ,led
to lead,Present perfect (simple),they have ,led
to lead,Present perfect progressive / continuous,I have been ,leading
to lead,Present perfect progressive / continuous,you have been ,leading
to lead,Present perfect progressive / continuous,he has been ,leading
to lead,Present perfect progressive / continuous,we have been ,leading
to lead,Present perfect progressive / continuous,you have been ,leading
to lead,Present perfect progressive / continuous,they have been ,leading
to lead,Past perfect,I had ,led
to lead,Past perfect,you had ,led
to lead,Past perfect,he had ,led
to lead,Past perfect,we had ,led
to lead,Past perfect,you had ,led
to lead,Past perfect,they had ,led
to lead,Past perfect progressive / continuous,I had been ,leading
to lead,Past perfect progressive / continuous,you had been ,leading
to lead,Past perfect progressive / continuous,he had been ,leading
to lead,Past perfect progressive / continuous,we had been ,leading
to lead,Past perfect progressive / continuous,you had been ,leading
to lead,Past perfect progressive / continuous,they had been ,leading
to lead,Future,I will ,lead
to lead,Future,you will ,lead
to lead,Future,he will ,lead
to lead,Future,we will ,lead
to lead,Future,you will ,lead
to lead,Future,they will ,lead
to lead,Future progressive / continuous,I will be ,leading
to lead,Future progressive / continuous,you will be ,leading
to lead,Future progressive / continuous,he will be ,leading
to lead,Future progressive / continuous,we will be ,leading
to lead,Future progressive / continuous,you will be ,leading
to lead,Future progressive / continuous,they will be ,leading
to lead,Future perfect,I will have ,led
to lead,Future perfect,you will have ,led
to lead,Future perfect,he will have ,led
to lead,Future perfect,we will have ,led
to lead,Future perfect,you will have ,led
to lead,Future perfect,they will have ,led
to lead,Future perfect continuous,I will have been ,leading
to lead,Future perfect continuous,you will have been ,leading
to lead,Future perfect continuous,he will have been ,leading
to lead,Future perfect continuous,we will have been ,leading
to lead,Future perfect continuous,you will have been ,leading
to lead,Future perfect continuous,they will have been ,leading
to spend,Present (simple),I ,spend
to spend,Present (simple),you ,spend
to spend,Present (simple),he ,spends
to spend,Present (simple),we ,spend
to spend,Present (simple),you ,spend
to spend,Present (simple),they ,spend
to spend,Present progressive / continuous,I am ,spending
to spend,Present progressive / continuous,you are ,spending
to spend,Present progressive / continuous,he is ,spending
to spend,Present progressive / continuous,we are ,spending
to spend,Present progressive / continuous,you are ,spending
to spend,Present progressive / continuous,they are ,spending
to spend,Past (simple),I ,spent
to spend,Past (simple),you ,spent
to spend,Past (simple),he ,spent
to spend,Past (simple),we ,spent
to spend,Past (simple),you ,spent
to spend,Past (simple),they ,spent
to spend,Past progressive / continuous,I was ,spending
to spend,Past progressive / continuous,you were ,spending
to spend,Past progressive / continuous,he was ,spending
to spend,Past progressive / continuous,we were ,spending
to spend,Past progressive / continuous,you were ,spending
to spend,Past progressive / continuous,they were ,spending
to spend,Present perfect (simple),I have ,spent
to spend,Present perfect (simple),you have ,spent
to spend,Present perfect (simple),he has ,spent
to spend,Present perfect (simple),we have ,spent
to spend,Present perfect (simple),you have ,spent
to spend,Present perfect (simple),they have ,spent
to spend,Present perfect progressive / continuous,I have been ,spending
to spend,Present perfect progressive / continuous,you have been ,spending
to spend,Present perfect progressive / continuous,he has been ,spending
to spend,Present perfect progressive / continuous,we have been ,spending
to spend,Present perfect progressive / continuous,you have been ,spending
to spend,Present perfect progressive / continuous,they have been ,spending
to spend,Past perfect,I had ,spent
to spend,Past perfect,you had ,spent
to spend,Past perfect,he had ,spent
to spend,Past perfect,we had ,spent
to spend,Past perfect,you had ,spent
to spend,Past perfect,they had ,spent
to spend,Past perfect progressive / continuous,I had been ,spending
to spend,Past perfect progressive / continuous,you had been ,spending
to spend,Past perfect progressive / continuous,he had been ,spending
to spend,Past perfect progressive / continuous,we had been ,spending
to spend,Past perfect progressive / continuous,you had been ,spending
to spend,Past perfect progressive / continuous,they had been ,spending
to spend,Future,I will ,spend
to spend,Future,you will ,spend
to spend,Future,he will ,spend
to spend,Future,we will ,spend
to spend,Future,you will ,spend
to spend,Future,they will ,spend
to spend,Future progressive / continuous,I will be ,spending
to spend,Future progressive / continuous,you will be ,spending
to spend,Future progressive / continuous,he will be ,spending
to spend,Future progressive / continuous,we will be ,spending
to spend,Future progressive / continuous,you will be ,spending
to spend,Future progressive / continuous,they will be ,spending
to spend,Future perfect,I will have ,spent
to spend,Future perfect,you will have ,spent
to spend,Future perfect,he will have ,spent
to spend,Future perfect,we will have ,spent
to spend,Future perfect,you will have ,spent
to spend,Future perfect,they will have ,spent
to spend,Future perfect continuous,I will have been ,spending
to spend,Future perfect continuous,you will have been ,spending
to spend,Future perfect continuous,he will have been ,spending
to spend,Future perfect continuous,we will have been ,spending
to spend,Future perfect continuous,you will have been ,spending
to spend,Future perfect continuous,they will have been ,spending
to save,Present (simple),I ,save
to save,Present (simple),you ,save
to save,Present (simple),he ,saves
to save,Present (simple),we ,save
to save,Present (simple),you ,save
to save,Present (simple),they ,save
to save,Present progressive / continuous,I am ,saving
to save,Present progressive / continuous,you are ,saving
to save,Present progressive / continuous,he is ,saving
to save,Present progressive / continuous,we are ,saving
to save,Present progressive / continuous,you are ,saving
to save,Present progressive / continuous,they are ,saving
to save,Past (simple),I ,saved
to save,Past (simple),you ,saved
to save,Past (simple),he ,saved
to save,Past (simple),we ,saved
to save,Past (simple),you ,saved
to save,Past (simple),they ,saved
to save,Past progressive / continuous,I was ,saving
to save,Past progressive / continuous,you were ,saving
to save,Past progressive / continuous,he was ,saving
to save,Past progressive / continuous,we were ,saving
to save,Past progressive / continuous,you were ,saving
to save,Past progressive / continuous,they were ,saving
to save,Present perfect (simple),I have ,saved
to save,Present perfect (simple),you have ,saved
to save,Present perfect (simple),he has ,saved
to save,Present perfect (simple),we have ,saved
to save,Present perfect (simple),you have ,saved
to save,Present perfect (simple),they have ,saved
to save,Present perfect progressive / continuous,I have been ,saving
to save,Present perfect progressive / continuous,you have been ,saving
to save,Present perfect progressive / continuous,he has been ,saving
to save,Present perfect progressive / continuous,we have been ,saving
to save,Present perfect progressive / continuous,you have been ,saving
to save,Present perfect progressive / continuous,they have been ,saving
to save,Past perfect,I had ,saved
to save,Past perfect,you had ,saved
to save,Past perfect,he had ,saved
to save,Past perfect,we had ,saved
to save,Past perfect,you had ,saved
to save,Past perfect,they had ,saved
to save,Past perfect progressive / continuous,I had been ,saving
to save,Past perfect progressive / continuous,you had been ,saving
to save,Past perfect progressive / continuous,he had been ,saving
to save,Past perfect progressive / continuous,we had been ,saving
to save,Past perfect progressive / continuous,you had been ,saving
to save,Past perfect progressive / continuous,they had been ,saving
to save,Future,I will ,save
to save,Future,you will ,save
to save,Future,he will ,save
to save,Future,we will ,save
to save,Future,you will ,save
to save,Future,they will ,save
to save,Future progressive / continuous,I will be ,saving
to save,Future progressive / continuous,you will be ,saving
to save,Future progressive / continuous,he will be ,saving
to save,Future progressive / continuous,we will be ,saving
to save,Future progressive / continuous,you will be ,saving
to save,Future progressive / continuous,they will be ,saving
to save,Future perfect,I will have ,saved
to save,Future perfect,you will have ,saved
to save,Future perfect,he will have ,saved
to save,Future perfect,we will have ,saved
to save,Future perfect,you will have ,saved
to save,Future perfect,they will have ,saved
to save,Future perfect continuous,I will have been ,saving
to save,Future perfect continuous,you will have been ,saving
to save,Future perfect continuous,he will have been ,saving
to save,Future perfect continuous,we will have been ,saving
to save,Future perfect continuous,you will have been ,saving
to save,Future perfect continuous,they will have been ,saving
to decide,Present (simple),I ,decide
to decide,Present (simple),you ,decide
to decide,Present (simple),he ,decides
to decide,Present (simple),we ,decide
to decide,Present (simple),you ,decide
to decide,Present (simple),they ,decide
to decide,Present progressive / continuous,I am ,deciding
to decide,Present progressive / continuous,you are ,deciding
to decide,Present progressive / continuous,he is ,deciding
to decide,Present progressive / continuous,we are ,deciding
to decide,Present progressive / continuous,you are ,deciding
to decide,Present progressive / continuous,they are ,deciding
to decide,Past (simple),I ,decided
to decide,Past (simple),you ,decided
to decide,Past (simple),he ,decided
to decide,Past (simple),we ,decided
to decide,Past (simple),you ,decided
to decide,Past (simple),they ,decided
